adhyaya,pada,sutra_number,sutra_text,adhikarana
4,2,14,ॐ स्मर्यते च ॐ,समनाधिकरणम्
4,2,15,ॐ तानि परे तथा ह्याह ॐ,परा(लया)धिकरणम्
4,2,16,ॐ अविभागो वचनात् ॐ,अविभागाधिकरणम्
4,2,17,ॐ तदोकोऽग्रज्वलनं तत्प्रकाशितद्वारो विद्यासामर्थ्यात् तच्छेषगत्यनुस्मृतियोगाच्च हार्दानुगृहीतः शताधिकया ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
4,2,18,ॐ रश्म्यनुसारी ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
4,2,19,ॐ निशि नेति चेन्न सम्बन्धात् ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
4,2,20,ॐ यावद्देहभावित्वाद्दर्शयति च ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
4,2,21,ॐ अतश्चायनेऽपि हि दक्षिणे ॐ,हृदयाग्रज्वलना(तदोकोऽ)धिकरणम्
4,2,22,ॐ योगिनः प्रति स्मर्येते स्मार्ते चैते ॐ,प्रतिस्मरणाधिकरणम् (योग्यधिकरणम्)
4,3,1,ॐ अर्चिरादिना तत्प्रथितेः ॐ,अर्चिराद्यधिकरणम्
4,3,2,ॐ वायुशब्दादविशेषविशेषाभ्याम् ॐ,वायुगत्यधिकरणम्
4,3,3,ॐ तटितोऽधिवरुणः सम्बन्धात् ॐ,तटिदधिकरणम्
4,3,4,ॐ आतिवाहिकस्तल्लिङ्गात् ॐ,अतिवाहिकाधिकरणम्
4,3,5,ॐ उभयव्यामोहत् तत्सिद्धेः ॐ,अतिवाहिकाधिकरणम्
4,3,6,ॐ वैद्युतेनैव ततस्तच्छ्रुतेः ॐ,वैद्युताधिकरणम्
4,3,7,ॐ कार्यं बादरिरस्यगत्युपपत्तेः ॐ,कार्याधिकरणम्
4,3,8,ॐ विशेषितत्वाच्च ॐ,कार्याधिकरणम्
4,3,9,ॐ सामीप्यात्तुतद्व्यपदेशः ॐ,कार्याधिकरणम्
4,3,10,ॐ कार्यात्यये तदध्यक्षेण सहातः परमभिधानात् ॐ,कार्याधिकरणम्
4,3,11,ॐ स्मृतेश्च ॐ,कार्याधिकरणम्
4,3,12,ॐ परं जैमिनिर्मुख्यत्वात् ॐ,कार्याधिकरणम्
4,3,13,ॐ दर्शनाच्च ॐ,कार्याधिकरणम्
4,3,14,ॐ न च कार्ये प्रतिपत्त्यभिसन्धिः ॐ,कार्याधिकरणम्
4,3,15,ॐ अप्रतीकालम्बनान् नयतीति बादरायण उभयथा च दोषात् तत्क्रतुश्च ॐ,कार्याधिकरणम्
4,3,16,ॐ विशेषं च दर्शयति ॐ,कार्याधिकरणम्
4,4,1,ॐ सम्पद्याविहाय स्वेन शब्दात् ॐ,सम्पद्याधिकरणम्
4,4,2,ॐ मुक्तः प्रतिज्ञानात् ॐ,मुक्ताधिकरणम्
4,4,3,ॐ आत्मा प्रकरणात् ॐ,आत्माधिकरणम्
4,4,4,ॐ अविभागेन दृष्टत्वात् ॐ,अविभागाधिकरणम्
4,4,5,ॐ ब्राह्मेण जैमिनिरुपन्यासादिभ्यः ॐ,चितिमात्राधिकरणम् (ब्रह्माधिकरणम्)
4,4,6,ॐ चितिमात्रेण तदात्मकत्वादित्यौडुलोमिः ॐ,चितिमात्राधिकरणम् (ब्रह्माधिकरणम्)
4,4,7,ॐ एवमप्युपन्यासात् पूर्वभावादविरोधं बादरायणः ॐ,चितिमात्राधिकरणम् (ब्रह्माधिकरणम्)
4,4,8,ॐ सङ्कल्पादेव च तच्च्रुतेः ॐ,सङ्कल्पाधिकरणम्
4,4,9,ॐ अत एव चानन्याधिपतिः ॐ,अनन्याधिपतित्वाधिकरणम्
4,4,10,ॐ अभावं बादरिराह ह्येवम् ॐ,उभयविधभोगाधिकरणम्
4,4,11,ॐ भावं जैमिनिर्विकल्पाम्नानात् ॐ,उभयविधभोगाधिकरणम्
4,4,12,ॐ द्वादशाहवदुभयविधं बादरायणोऽतः ॐ,उभयविधभोगाधिकरणम्
4,4,13,ॐ तन्वभावे सन्ध्यवदुपपत्तेः ॐ,उभयविधभोगाधिकरणम्
4,4,14,ॐ भावे जाग्रद्वत् ॐ,उभयविधभोगाधिकरणम्
4,4,15,ॐ प्रदीपवदावेशस्तथा हि दर्शयति ॐ,उभयविधभोगाधिकरणम्
4,4,16,ॐ स्वाप्यायसम्पत्त्योरन्यतरापेक्षमाविष्कृतं हि ॐ,उभयविधभोगाधिकरणम्
4,4,17,ॐ जगद्व्यापारवर्जम् ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
4,4,18,ॐ प्रकरणादसन्निहितत्वाच्च ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
4,4,19,ॐ प्रत्यक्षोपदेशादिति चेन्नाधिकारिकमण्डलस्थोक्तेः ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
4,4,20,ॐ विकारावर्ति च तथाहि दर्शयति ॐ,सर्वकामाधिकरणम् (जगद्व्यापाराधिकरणम्)
4,4,21,ॐ स्थितिमाह दर्शयतश्चैवं प्रत्यक्षानुमाने ॐ,स्थित्य(एकरूपा)धिकरणम्
4,4,22,ॐ भोगमात्रसाम्यलिङ्गाच्च ॐ,स्थित्य(एकरूपा)धिकरणम्
4,4,23,ॐ अनावृत्तिः शब्दादनावृत्तिः शब्दात् ॐ,अनावृत्यधिकरणम्
